Time,Open,High,Low,Close,Volume
05-07-2024 09:17:14,5619,5619.46,5618.87,5619.23,36
05-07-2024 09:17:15,5619.23,5619.5,5618.9,5619.19,2
05-07-2024 09:17:16,5619.19,5619.99,5619.02,5619.67,30
05-07-2024 09:17:17,5619.67,5620.05,5619.47,5619.86,47
05-07-2024 09:17:18,5619.86,5620.17,5619.48,5619.62,21
05-07-2024 09:17:19,5619.62,5619.76,5618.9,5619.03,33
05-07-2024 09:17:20,5619.03,5619.58,5618.8,5619.53,14
05-07-2024 09:17:21,5619.53,5619.61,5618.8,5619.18,47
05-07-2024 09:17:22,5619.18,5619.3,5618.81,5619.19,9
05-07-2024 09:17:23,5619.19,5619.57,5618.43,5618.6,8
05-07-2024 09:17:24,5618.6,5618.81,5618.07,5618.24,2
05-07-2024 09:17:25,5618.24,5618.9,5618.22,5618.73,14
05-07-2024 09:17:26,5618.73,5619.47,5618.45,5619.14,4
05-07-2024 09:17:27,5619.14,5619.71,5618.88,5619.58,40
05-07-2024 09:17:28,5619.58,5619.81,5618.87,5619.23,48
05-07-2024 09:17:29,5619.23,5619.34,5618.43,5618.72,34
05-07-2024 09:17:30,5618.72,5618.73,5618.62,5618.65,45
05-07-2024 09:17:31,5618.65,5618.95,5617.94,5618.32,9
05-07-2024 09:17:32,5618.32,5618.67,5617.97,5618,2
05-07-2024 09:17:33,5618,5618.56,5617.96,5618.55,18
05-07-2024 09:17:34,5618.55,5619.15,5618.55,5618.9,1
05-07-2024 09:17:35,5618.9,5619.63,5618.64,5619.47,30
05-07-2024 09:17:36,5619.47,5619.71,5619.05,5619.44,30
05-07-2024 09:17:37,5619.44,5619.9,5619.37,5619.83,3
05-07-2024 09:17:38,5619.83,5620,5619.56,5619.94,24
05-07-2024 09:17:39,5619.94,5620.8,5619.76,5620.46,2
05-07-2024 09:17:40,5620.46,5620.5,5619.94,5620.05,43
05-07-2024 09:17:41,5620.05,5620.74,5619.96,5620.58,35
05-07-2024 09:17:42,5620.58,5621.25,5620.33,5620.93,2
05-07-2024 09:17:43,5620.93,5621.25,5620.18,5620.55,34
05-07-2024 09:17:44,5620.55,5620.7,5620.14,5620.22,9
05-07-2024 09:17:45,5620.22,5620.66,5620.03,5620.41,48
05-07-2024 09:17:46,5620.41,5621.23,5620.28,5620.83,42
05-07-2024 09:17:47,5620.83,5621.06,5620.11,5620.42,1
05-07-2024 09:17:48,5620.42,5620.86,5620.27,5620.67,7
05-07-2024 09:17:49,5620.67,5620.86,5620.61,5620.73,46
05-07-2024 09:17:50,5620.73,5621.28,5620.45,5621.1,21
05-07-2024 09:17:51,5621.1,5621.37,5620.35,5620.65,29
05-07-2024 09:17:52,5620.65,5620.89,5620.31,5620.5,36
05-07-2024 09:17:53,5620.5,5620.88,5619.7,5619.91,27
05-07-2024 09:17:54,5619.91,5620.68,5619.63,5620.3,29
05-07-2024 09:17:55,5620.3,5620.63,5620.01,5620.02,45
05-07-2024 09:17:56,5620.02,5620.41,5619.57,5619.86,40
05-07-2024 09:17:57,5619.86,5619.9,5619.21,5619.42,45
05-07-2024 09:17:58,5619.42,5619.45,5618.81,5619.2,24
05-07-2024 09:17:59,5619.2,5619.45,5618.96,5619.36,15
05-07-2024 09:18:00,5619.36,5619.76,5618.7,5618.84,1
05-07-2024 09:18:01,5618.84,5619.21,5618.63,5619.18,15
05-07-2024 09:18:02,5619.18,5619.57,5618.55,5618.93,28
05-07-2024 09:18:03,5618.93,5619.44,5618.65,5619.24,43
05-07-2024 09:18:04,5619.24,5619.65,5619.15,5619.27,45
05-07-2024 09:18:05,5619.27,5620.15,5619.09,5619.82,16
05-07-2024 09:18:06,5619.82,5620.17,5619.55,5620.15,2
05-07-2024 09:18:07,5620.15,5620.44,5619.89,5620.29,50
05-07-2024 09:18:08,5620.29,5620.47,5620.04,5620.43,11
05-07-2024 09:18:09,5620.43,5621.17,5620.05,5620.8,5
05-07-2024 09:18:10,5620.8,5620.94,5620.34,5620.65,45
05-07-2024 09:18:11,5620.65,5620.74,5620.07,5620.24,48
05-07-2024 09:18:12,5620.24,5620.43,5619.42,5619.75,40
05-07-2024 09:18:13,5619.75,5620.33,5619.5,5620.13,27
05-07-2024 09:18:14,5620.13,5620.33,5620.13,5620.2,10
05-07-2024 09:18:15,5620.2,5620.69,5619.95,5620.67,1
05-07-2024 09:18:16,5620.67,5620.99,5620.6,5620.93,32
05-07-2024 09:18:17,5620.93,5621.05,5620.58,5620.92,29
05-07-2024 09:18:18,5620.92,5621.39,5620.73,5621.19,44
05-07-2024 09:18:19,5621.19,5621.26,5620.65,5621.01,15
05-07-2024 09:18:20,5621.01,5621.27,5620.57,5620.67,12
05-07-2024 09:18:21,5620.67,5621.06,5620.54,5620.84,24
05-07-2024 09:18:22,5620.84,5620.91,5620.11,5620.48,10
05-07-2024 09:18:23,5620.48,5620.82,5619.72,5619.92,35
05-07-2024 09:18:24,5619.92,5620.22,5619.66,5619.72,39
05-07-2024 09:18:25,5619.72,5619.93,5618.98,5619.14,30
05-07-2024 09:18:26,5619.14,5619.35,5618.75,5619.18,7
05-07-2024 09:18:27,5619.18,5619.38,5618.57,5618.92,24
05-07-2024 09:18:28,5618.92,5619.3,5618.54,5618.71,15
05-07-2024 09:18:29,5618.71,5618.71,5618.63,5618.69,23
05-07-2024 09:18:30,5618.69,5618.92,5618.14,5618.16,2
05-07-2024 09:18:31,5618.16,5619.07,5617.89,5618.68,45
05-07-2024 09:18:32,5618.68,5618.86,5618.11,5618.51,26
05-07-2024 09:18:33,5618.51,5619.2,5618.45,5618.95,6
05-07-2024 09:18:34,5618.95,5619.3,5618.42,5618.53,15
05-07-2024 09:18:35,5618.53,5619.02,5618.44,5618.94,24
05-07-2024 09:18:36,5618.94,5619.77,5618.67,5619.38,15
05-07-2024 09:18:37,5619.38,5619.72,5618.87,5619.19,4
05-07-2024 09:18:38,5619.19,5619.6,5618.96,5619.28,32
05-07-2024 09:18:39,5619.28,5619.33,5619.07,5619.27,39
05-07-2024 09:18:40,5619.27,5620.12,5619.06,5619.84,35
05-07-2024 09:18:41,5619.84,5620.02,5619.33,5619.58,25
05-07-2024 09:18:42,5619.58,5620.1,5619.38,5619.74,49
05-07-2024 09:18:43,5619.74,5619.82,5619.66,5619.75,8
05-07-2024 09:18:44,5619.75,5620.03,5619.69,5619.99,27
05-07-2024 09:18:45,5619.99,5620.12,5619.57,5619.97,50
05-07-2024 09:18:46,5619.97,5620.84,5619.76,5620.49,38
05-07-2024 09:18:47,5620.49,5620.84,5620.45,5620.53,1
05-07-2024 09:18:48,5620.53,5620.62,5620.31,5620.62,5
05-07-2024 09:18:49,5620.62,5621.06,5620.58,5620.67,8
05-07-2024 09:18:50,5620.67,5620.94,5619.99,5620.12,5
05-07-2024 09:18:51,5620.12,5620.45,5619.83,5620.1,33
05-07-2024 09:18:52,5620.1,5620.9,5619.7,5620.69,40
05-07-2024 09:18:53,5620.69,5620.83,5620.21,5620.54,50
05-07-2024 09:18:54,5620.54,5621.01,5620.21,5620.83,47
05-07-2024 09:18:55,5620.83,5620.97,5620.72,5620.84,12
05-07-2024 09:18:56,5620.84,5621.52,5620.49,5621.43,27
05-07-2024 09:18:57,5621.43,5621.75,5621.11,5621.59,49
05-07-2024 09:18:58,5621.59,5621.61,5621.1,5621.31,5
05-07-2024 09:18:59,5621.31,5621.59,5620.69,5621,15
05-07-2024 09:19:00,5621,5621.25,5620.39,5620.57,46
05-07-2024 09:19:01,5620.57,5620.84,5620.23,5620.3,26
05-07-2024 09:19:02,5620.3,5620.87,5620.04,5620.63,44
05-07-2024 09:19:03,5620.63,5620.71,5620.28,5620.48,44
05-07-2024 09:19:04,5620.48,5620.85,5620.3,5620.79,23
05-07-2024 09:19:05,5620.79,5621.61,5620.47,5621.35,41
05-07-2024 09:19:06,5621.35,5621.46,5620.87,5621.2,47
05-07-2024 09:19:07,5621.2,5621.75,5621.17,5621.48,8
05-07-2024 09:19:08,5621.48,5622.27,5621.22,5622.08,20
05-07-2024 09:19:09,5622.08,5622.43,5621.48,5621.52,26
05-07-2024 09:19:10,5621.52,5622.24,5621.37,5621.88,10
05-07-2024 09:19:11,5621.88,5621.96,5621.24,5621.3,19
05-07-2024 09:19:12,5621.3,5621.5,5621.06,5621.06,43
05-07-2024 09:19:13,5621.06,5621.17,5620.47,5620.73,37
05-07-2024 09:19:14,5620.73,5621.48,5620.73,5621.27,8
05-07-2024 09:19:15,5621.27,5621.42,5621.06,5621.35,41
05-07-2024 09:19:16,5621.35,5621.72,5621.07,5621.64,48
05-07-2024 09:19:17,5621.64,5622.46,5621.56,5622.17,25
05-07-2024 09:19:18,5622.17,5622.32,5621.89,5622.27,31
05-07-2024 09:19:19,5622.27,5622.67,5621.94,5622.53,42
05-07-2024 09:19:20,5622.53,5622.92,5622.15,5622.89,20
05-07-2024 09:19:21,5622.89,5622.94,5622.55,5622.58,31
05-07-2024 09:19:22,5622.58,5622.88,5621.97,5622.11,24
05-07-2024 09:19:23,5622.11,5622.78,5622.06,5622.6,33
05-07-2024 09:19:24,5622.6,5623,5621.94,5622.09,40
05-07-2024 09:19:25,5622.09,5622.38,5621.77,5622.2,9
05-07-2024 09:19:26,5622.2,5622.43,5621.68,5622.04,48
05-07-2024 09:19:27,5622.04,5622.59,5621.96,5622.35,6
05-07-2024 09:19:28,5622.35,5623.19,5622.13,5622.9,14
05-07-2024 09:19:29,5622.9,5623.76,5622.63,5623.48,39
05-07-2024 09:19:30,5623.48,5624.43,5623.45,5624.03,47
05-07-2024 09:19:31,5624.03,5624.76,5623.65,5624.5,47
05-07-2024 09:19:32,5624.5,5624.66,5624.05,5624.08,49
05-07-2024 09:19:33,5624.08,5624.87,5623.68,5624.58,34
05-07-2024 09:19:34,5624.58,5625.02,5624.5,5624.93,5
05-07-2024 09:19:35,5624.93,5625.8,5624.55,5625.43,19
05-07-2024 09:19:36,5625.43,5625.77,5625.14,5625.37,5
05-07-2024 09:19:37,5625.37,5625.38,5625.01,5625.06,28
05-07-2024 09:19:38,5625.06,5625.45,5624.68,5625.09,21
05-07-2024 09:19:39,5625.09,5625.22,5624.48,5624.51,18
05-07-2024 09:19:40,5624.51,5625.11,5624.25,5624.9,2
05-07-2024 09:19:41,5624.9,5625.28,5624.6,5624.64,18
05-07-2024 09:19:42,5624.64,5625.01,5624.44,5624.88,43
05-07-2024 09:19:43,5624.88,5625.25,5624.36,5624.68,14
05-07-2024 09:19:44,5624.68,5624.81,5624.5,5624.8,6
05-07-2024 09:19:45,5624.8,5625.05,5624.04,5624.25,12
05-07-2024 09:19:46,5624.25,5624.5,5623.63,5623.86,38
05-07-2024 09:19:47,5623.86,5624.4,5623.69,5624.21,39
05-07-2024 09:19:48,5624.21,5624.23,5624.02,5624.03,40
05-07-2024 09:19:49,5624.03,5624.37,5623.89,5624.24,39
05-07-2024 09:19:50,5624.24,5624.54,5624.15,5624.44,21
05-07-2024 09:19:51,5624.44,5625.16,5624.33,5624.82,47
05-07-2024 09:19:52,5624.82,5625.32,5624.59,5624.94,47
05-07-2024 09:19:53,5624.94,5625.44,5624.82,5625.16,34
05-07-2024 09:19:54,5625.16,5625.53,5624.32,5624.6,25
05-07-2024 09:19:55,5624.6,5624.81,5624.37,5624.61,32
05-07-2024 09:19:56,5624.61,5624.76,5624.22,5624.64,15
05-07-2024 09:19:57,5624.64,5624.77,5624.12,5624.5,3
05-07-2024 09:19:58,5624.5,5624.91,5624.18,5624.69,32
05-07-2024 09:19:59,5624.69,5624.93,5623.97,5624.14,10
05-07-2024 09:20:00,5624.14,5624.41,5623.78,5623.82,8
05-07-2024 09:20:01,5623.82,5624.1,5623.58,5623.59,21
05-07-2024 09:20:02,5623.59,5624.48,5623.26,5624.11,22
05-07-2024 09:20:04,5624.11,5624.55,5623.94,5624.44,15
05-07-2024 09:20:05,5624.44,5624.63,5624.1,5624.25,37
05-07-2024 09:20:06,5624.25,5624.39,5623.79,5623.81,3
05-07-2024 09:20:07,5623.81,5624.42,5623.58,5624.07,27
05-07-2024 09:20:08,5624.07,5624.43,5623.83,5623.99,49
05-07-2024 09:20:09,5623.99,5624.34,5623.61,5623.88,37
05-07-2024 09:20:10,5623.88,5624.19,5623.58,5624.05,14
05-07-2024 09:20:11,5624.05,5624.32,5623.59,5623.91,31
05-07-2024 09:20:12,5623.91,5624.41,5623.8,5624.11,1
05-07-2024 09:20:13,5624.11,5624.37,5623.97,5624,31
05-07-2024 09:20:14,5624,5624.37,5623.34,5623.58,26
05-07-2024 09:20:15,5623.58,5623.58,5623.16,5623.3,22
05-07-2024 09:20:16,5623.3,5624.04,5623.05,5623.83,39
05-07-2024 09:20:17,5623.83,5623.91,5623.22,5623.36,37
05-07-2024 09:20:18,5623.36,5624.09,5623.28,5623.81,24
05-07-2024 09:20:19,5623.81,5624.14,5623.67,5623.76,24
05-07-2024 09:20:20,5623.76,5623.89,5623.01,5623.3,10
05-07-2024 09:20:21,5623.3,5624.2,5622.92,5623.82,29
05-07-2024 09:20:22,5623.82,5624.3,5623.69,5623.92,47
05-07-2024 09:20:23,5623.92,5624.34,5623.79,5623.98,23
05-07-2024 09:20:24,5623.98,5623.98,5623.4,5623.78,23
05-07-2024 09:20:25,5623.78,5624.59,5623.47,5624.27,40
05-07-2024 09:20:26,5624.27,5624.33,5623.53,5623.82,46
05-07-2024 09:20:27,5623.82,5624.62,5623.65,5624.22,33
05-07-2024 09:20:28,5624.22,5624.66,5624.13,5624.56,14
05-07-2024 09:20:29,5624.56,5624.77,5624.24,5624.46,49
05-07-2024 09:20:30,5624.46,5624.63,5623.67,5624.06,28
05-07-2024 09:20:31,5624.06,5624.65,5623.84,5624.55,24
05-07-2024 09:20:32,5624.55,5624.72,5624.03,5624.11,5
05-07-2024 09:20:33,5624.11,5624.91,5624,5624.67,6
05-07-2024 09:20:34,5624.67,5624.74,5623.93,5624.28,44
05-07-2024 09:20:35,5624.28,5624.53,5624.03,5624.06,27
05-07-2024 09:20:36,5624.06,5624.21,5623.36,5623.63,18
05-07-2024 09:20:37,5623.63,5623.88,5623.29,5623.68,2
05-07-2024 09:20:38,5623.68,5624,5622.88,5623.23,44
05-07-2024 09:20:39,5623.23,5623.8,5623.07,5623.47,30
05-07-2024 09:20:40,5623.47,5623.62,5623.23,5623.51,18
05-07-2024 09:20:41,5623.51,5624,5623.21,5623.69,10
05-07-2024 09:20:42,5623.69,5624.37,5623.52,5624,29
05-07-2024 09:20:43,5624,5624.8,5623.83,5624.58,47
05-07-2024 09:20:44,5624.58,5624.93,5624.35,5624.9,24
05-07-2024 09:20:45,5624.9,5625.15,5624.68,5624.86,46
05-07-2024 09:20:46,5624.86,5625.3,5624.75,5624.98,21
05-07-2024 09:20:47,5624.98,5625.8,5624.97,5625.51,32
05-07-2024 09:20:48,5625.51,5625.6,5624.72,5624.93,30
05-07-2024 09:20:49,5624.93,5625.64,5624.72,5625.34,37
05-07-2024 09:20:50,5625.34,5625.38,5625.01,5625.21,46
05-07-2024 09:20:51,5625.21,5625.43,5624.9,5625.39,46
05-07-2024 09:20:52,5625.39,5625.62,5624.75,5625.12,32
05-07-2024 09:20:53,5625.12,5625.49,5624.56,5624.8,15
05-07-2024 09:20:54,5624.8,5625.05,5624.33,5624.45,46
05-07-2024 09:20:55,5624.45,5625.06,5624.39,5624.82,21
05-07-2024 09:20:56,5624.82,5625.19,5624.71,5625.13,34
05-07-2024 09:20:57,5625.13,5625.22,5624.53,5624.7,2
05-07-2024 09:20:58,5624.7,5624.9,5624.2,5624.47,7
05-07-2024 09:20:59,5624.47,5624.82,5623.84,5624.06,16
05-07-2024 09:21:00,5624.06,5624.24,5623.49,5623.86,12
05-07-2024 09:21:01,5623.86,5624.4,5623.67,5624.02,4
05-07-2024 09:21:02,5624.02,5624.5,5623.71,5624.1,15
05-07-2024 09:21:03,5624.1,5624.75,5623.8,5624.47,16
05-07-2024 09:21:04,5624.47,5624.6,5623.92,5624.09,38
05-07-2024 09:21:05,5624.09,5624.47,5623.72,5623.79,12
05-07-2024 09:21:06,5623.79,5623.94,5623.17,5623.44,41
05-07-2024 09:21:07,5623.44,5623.59,5622.94,5623.18,2
05-07-2024 09:21:08,5623.18,5623.71,5622.97,5623.63,48
05-07-2024 09:21:09,5623.63,5624.45,5623.42,5624.1,28
05-07-2024 09:21:10,5624.1,5624.46,5623.3,5623.55,42
05-07-2024 09:21:11,5623.55,5623.61,5623.21,5623.46,10
05-07-2024 09:21:12,5623.46,5623.55,5622.92,5622.97,15
05-07-2024 09:21:13,5622.97,5623.63,5622.83,5623.37,40
05-07-2024 09:21:14,5623.37,5623.65,5623.14,5623.42,4
05-07-2024 09:21:15,5623.42,5623.81,5623.16,5623.51,4
05-07-2024 09:21:16,5623.51,5624.04,5623.46,5623.69,4
05-07-2024 09:21:17,5623.69,5624.02,5622.98,5623.34,37
05-07-2024 09:21:18,5623.34,5623.73,5622.58,5622.96,18
05-07-2024 09:21:19,5622.96,5623.54,5622.83,5623.3,48
05-07-2024 09:21:20,5623.3,5623.34,5622.37,5622.72,27
05-07-2024 09:21:21,5622.72,5622.75,5622.5,5622.7,14
05-07-2024 09:21:22,5622.7,5623.33,5622.37,5623,18
05-07-2024 09:21:23,5623,5623.46,5622.89,5623.46,49
05-07-2024 09:21:24,5623.46,5623.52,5622.84,5623.17,14
05-07-2024 09:21:25,5623.17,5623.45,5622.37,5622.69,49
05-07-2024 09:21:26,5622.69,5623.12,5622.59,5622.89,14
05-07-2024 09:21:27,5622.89,5623.17,5622.63,5623,7
05-07-2024 09:21:28,5623,5623.49,5622.76,5623.45,3
05-07-2024 09:21:29,5623.45,5623.88,5623.35,5623.56,32
05-07-2024 09:21:30,5623.56,5623.85,5623.11,5623.22,29
05-07-2024 09:21:31,5623.22,5623.31,5622.86,5622.86,49
05-07-2024 09:21:32,5622.86,5623.63,5622.64,5623.26,6
05-07-2024 09:21:33,5623.26,5623.34,5622.46,5622.69,7
05-07-2024 09:21:34,5622.69,5622.85,5622.01,5622.23,41
05-07-2024 09:21:35,5622.23,5623.11,5621.96,5622.73,21
05-07-2024 09:21:36,5622.73,5623.53,5622.44,5623.28,1
05-07-2024 09:21:37,5623.28,5623.31,5622.55,5622.83,50
05-07-2024 09:21:38,5622.83,5623.1,5622.15,5622.3,41
05-07-2024 09:21:39,5622.3,5622.85,5621.94,5622.65,39
05-07-2024 09:21:40,5622.65,5623.27,5622.49,5622.89,16
05-07-2024 09:21:41,5622.89,5623.21,5622.86,5623.12,50
